"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"SRACU","Stable Road Acquisition Corp.","10.06","n/a","2019","Finance","Business Services","https://old.nasdaq.com/symbol/sracu",
"SRACW","Stable Road Acquisition Corp.","0.5","n/a","2019","Finance","Business Services","https://old.nasdaq.com/symbol/sracw",
"STAF","Staffing 360 Solutions, Inc.","1.21","$11.26M","n/a","Technology","Professional Services","https://old.nasdaq.com/symbol/staf",
"STMP","Stamps.com Inc.","182.23","$3.11B","1999","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/stmp",
"STND","Standard AVB Financial Corp.","24.65","$114.86M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/stnd",
"SBLK","Star Bulk Carriers Corp.","6.93","$665.75M","n/a","Transportation","Marine Transportation","https://old.nasdaq.com/symbol/sblk",
"SBLKZ","Star Bulk Carriers Corp.","23.9745","n/a","n/a","Transportation","Marine Transportation","https://old.nasdaq.com/symbol/sblkz",
"SBUX","Starbucks Corporation","77.84","$90.94B","1992","Consumer Services","Restaurants","https://old.nasdaq.com/symbol/sbux",
"STFC","State Auto Financial Corporation","18.33","$802.33M","1991","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/stfc",
"MITO","Stealth BioTherapeutics Corp.","1.9726","$96.92M","2019","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/mito",
"GASS","StealthGas, Inc.","2.79","$109.44M","2005","Transportation","Marine Transportation","https://old.nasdaq.com/symbol/gass",
"STCN","Steel Connect, Inc.","0.68","$42.42M","n/a","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/stcn",
"STLD","Steel Dynamics, Inc.","28.13","$5.92B","1996","Basic Industries","Steel/Iron Ore","https://old.nasdaq.com/symbol/stld",
"SMRT","Stein Mart, Inc.","0.474","$22.92M","1992","Consumer Services","Clothing/Shoe/Accessory Stores","https://old.nasdaq.com/symbol/smrt",
"SRCL","Stericycle, Inc.","59.13","$5.41B","1996","Basic Industries","Environmental Services","https://old.nasdaq.com/symbol/srcl",
"SBT","Sterling Bancorp, Inc.","3.58","$179.73M","2017","Finance","Savings Institutions","https://old.nasdaq.com/symbol/sbt",
"STRL","Sterling Construction Company Inc","11.01","$308.03M","n/a","Basic Industries","Military/Government/Technical","https://old.nasdaq.com/symbol/strl",
"SHOO","Steven Madden, Ltd.","24.81","$2.06B","1993","Consumer Non-Durables","Shoe Manufacturing","https://old.nasdaq.com/symbol/shoo",
"SFIX","Stitch Fix, Inc.","24.375","$2.5B","2017","Consumer Services","Catalog/Specialty Distribution","https://old.nasdaq.com/symbol/sfix",
"SYBT","Stock Yards Bancorp, Inc.","36.4","$824.98M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/sybt",
"STOK","Stoke Therapeutics, Inc.","23.27","$767.28M","2019","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/stok",
"BANX","StoneCastle Financial Corp","17.93","$117.65M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/banx",
"STNE","StoneCo Ltd.","37.43","$10.37B","2018","Technology","EDP Services","https://old.nasdaq.com/symbol/stne",
"SSKN","Strata Skin Sciences, Inc.","1.2","$40.46M","n/a","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/sskn",
"SSYS","Stratasys, Ltd.","17.3","$948.02M","1994","Technology","Computer peripheral equipment","https://old.nasdaq.com/symbol/ssys",
"STRA","Strategic Education, Inc.","155.37","$3.45B","1996","Consumer Services","Other Consumer Services","https://old.nasdaq.com/symbol/stra",
"HNDL","Strategy Shares Nasdaq 7HANDL Index ETF","24.1","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/hndl",
"STRT","Strattec Security Corporation","16.94","$64.69M","n/a","Capital Goods","Auto Parts:O.E.M.","https://old.nasdaq.com/symbol/strt",
"STRS","Stratus Properties Inc.","20.8","$170.77M","n/a","Consumer Services","Homebuilding","https://old.nasdaq.com/symbol/strs",
"STRM","Streamline Health Solutions, Inc.","1.0796","$33.73M","n/a","Technology","EDP Services","https://old.nasdaq.com/symbol/strm",
"SBBP","Strongbridge Biopharma plc","3.56","$193.12M","2015","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/sbbp",
"SUMR","Summer Infant, Inc.","5.99","$12.65M","n/a","Consumer Durables","Miscellaneous manufacturing industries","https://old.nasdaq.com/symbol/sumr",
"SMMF","Summit Financial Group, Inc.","16.71","$216.76M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/smmf",
"SSBI","Summit State Bank","10.7","$64.94M","2006","n/a","n/a","https://old.nasdaq.com/symbol/ssbi",
"SMMT","Summit Therapeutics plc","3.42","$229.93M","2015","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/smmt",
"WISA","Summit Wireless Technologies, Inc.","2.21","$17.05M","2018","Technology","Semiconductors","https://old.nasdaq.com/symbol/wisa",
"SNDE","Sundance Energy Inc. ","3.48","$23.93M","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/snde",
"SNDL","Sundial Growers Inc.","1.01","$108.43M","2019","Consumer Durables","Specialty Chemicals","https://old.nasdaq.com/symbol/sndl",
"SNSS","Sunesis Pharmaceuticals, Inc.","0.5073","$56.51M","2005","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/snss",
"STKL","SunOpta, Inc.","4.88","$523.69M","n/a","Consumer Services","Farming/Seeds/Milling","https://old.nasdaq.com/symbol/stkl",
"SPWR","SunPower Corporation","7.67","$1.3B","2005","Technology","Semiconductors","https://old.nasdaq.com/symbol/spwr",
"RUN","Sunrun Inc.","20.1","$2.42B","2015","Capital Goods","Industrial Specialties","https://old.nasdaq.com/symbol/run",
"SUNW","Sunworks, Inc.","0.59","$9.81M","n/a","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/sunw",
"SLGG","Super League Gaming, Inc.","2.72","$28.34M","2019","Consumer Services","Services-Misc. Amusement & Recreation","https://old.nasdaq.com/symbol/slgg",
"SMCI","Super Micro Computer, Inc.","31.15","$1.62B","2020","Technology","Computer Manufacturing","https://old.nasdaq.com/symbol/smci",
"SPCB","SuperCom, Ltd.","1.99","$32.41M","n/a","Technology","Semiconductors","https://old.nasdaq.com/symbol/spcb",
"SCON","Superconductor Technologies Inc.","0.4657","$10.84M","1993","Technology","Radio And Television Broadcasting And Communications Equipment","https://old.nasdaq.com/symbol/scon",
"SGC","Superior Group of Companies, Inc.","11.65","$178.42M","n/a","Consumer Non-Durables","Apparel","https://old.nasdaq.com/symbol/sgc",
"SUPN","Supernus Pharmaceuticals, Inc.","24.56","$1.29B","2012","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/supn",
"SPRT","support.com, Inc.","1.34","$25.53M","2000","Technology","EDP Services","https://old.nasdaq.com/symbol/sprt",
"SURF","Surface Oncology, Inc.","4.4","$124.62M","2018","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/surf",
"SGRY","Surgery Partners, Inc.","13.3","$671.89M","2015","Health Care","Hospital/Nursing Management","https://old.nasdaq.com/symbol/sgry",
"SRDX","Surmodics, Inc.","41.72","$567.74M","1998","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/srdx",
"STRO","Sutro Biopharma, Inc.","9.59","$344.07M","2018","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/stro",
"SSSS","Sutter Rock Capital Corp.","9.15","$148.96M","2011","n/a","n/a","https://old.nasdaq.com/symbol/ssss",
"SIVB","SVB Financial Group","221.81","$11.43B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/sivb",
"SIVBP","SVB Financial Group","24.09","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/sivbp",
"SVMK","SVMK Inc.","22.09","$3.05B","2018","Technology","Computer Software: Programming, Data Processing","https://old.nasdaq.com/symbol/svmk",
"SWKH","SWK Holdings Corporation","13.2","$170.43M","n/a","Finance","Diversified Financial Services","https://old.nasdaq.com/symbol/swkh",
"SYKE","Sykes Enterprises, Incorporated","27.9","$1.13B","1996","Technology","EDP Services","https://old.nasdaq.com/symbol/syke",
"SYNC","Synacor, Inc.","1.19","$46.94M","2012","Technology","Computer Software: Programming, Data Processing","https://old.nasdaq.com/symbol/sync",
"SYNL","Synalloy Corporation","8.76","$79.35M","n/a","Basic Industries","Steel/Iron Ore","https://old.nasdaq.com/symbol/synl",
"SYNA","Synaptics Incorporated","64.6","$2.2B","2002","Technology","Semiconductors","https://old.nasdaq.com/symbol/syna",
"SNCR","Synchronoss Technologies, Inc.","3.11","$138.52M","2018","Technology","EDP Services","https://old.nasdaq.com/symbol/sncr",
"SNDX","Syndax Pharmaceuticals, Inc.","16.43","$593.04M","2016","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/sndx",
"SYNH","Syneos Health, Inc.","55.49","$5.78B","2014","Health Care","Biotechnology: Commercial Physical & Biological Resarch","https://old.nasdaq.com/symbol/synh",
"SYBX","Synlogic, Inc.","2.17","$71.26M","2015","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/sybx",
"SNPS","Synopsys, Inc.","186.15","$28.07B","1992","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/snps",
"SYPR","Sypris Solutions, Inc.","0.7611","$16.22M","n/a","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/sypr",
"SYRS","Syros Pharmaceuticals, Inc.","9.5","$434.09M","2016","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/syrs",
"TROW","T. Rowe Price Group, Inc.","124.87","$28.41B","1986","Finance","Investment Bankers/Brokers/Service","https://old.nasdaq.com/symbol/trow",
"TTOO","T2 Biosystems, Inc.","1.54","$183.53M","2014","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/ttoo",
"TRHC","Tabula Rasa HealthCare, Inc.","58.21","$1.34B","2016","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/trhc",
"TCMD","Tactile Systems Technology, Inc.","41.44","$797.02M","2016","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/tcmd",
"TAIT","Taitron Components Incorporated","2.57","$14.9M","1995","Technology","Electronic Components","https://old.nasdaq.com/symbol/tait",
"TLC","Taiwan Liposome Company, Ltd.","5.1","$190.13M","2018","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/tlc",
"TTWO","Take-Two Interactive Software, Inc.","135.67","$15.46B","1997","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/ttwo",
"TLND","Talend S.A.","35.85","$1.12B","2016","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/tlnd",
"TNDM","Tandem Diabetes Care, Inc.","81.39","$4.89B","2013","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/tndm",
"TLF","Tandy Leather Factory, Inc.","3.45","$31.17M","n/a","Consumer Non-Durables","Apparel","https://old.nasdaq.com/symbol/tlf",
"TANH","Tantech Holdings Ltd.","1.09","$31.45M","2015","Basic Industries","Major Chemicals","https://old.nasdaq.com/symbol/tanh",
"TAOP","Taoping Inc.","0.4274","$18.78M","n/a","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/taop",
"TAPM","Tapinator, Inc.","6.36","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/tapm",
"TEDU","Tarena International, Inc.","1.89","$102.43M","2014","Consumer Services","Other Consumer Services","https://old.nasdaq.com/symbol/tedu",
"TH","Target Hospitality Corp.","2.15","$220.17M","2018","Consumer Services","Hotels/Resorts","https://old.nasdaq.com/symbol/th",
"THWWW","Target Hospitality Corp.","0.2062","n/a","2018","Consumer Services","Hotels/Resorts","https://old.nasdaq.com/symbol/thwww",
"TATT","TAT Technologies Ltd.","3.69","$32.75M","n/a","Capital Goods","Aerospace","https://old.nasdaq.com/symbol/tatt",
"TAYD","Taylor Devices, Inc.","10.65","$37.06M","n/a","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/tayd",
"TCF","TCF Financial Corporation","33.18","$5.05B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/tcf",
"TCFCP","TCF Financial Corporation","24.9","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/tcfcp",
"CGBD","TCG BDC, Inc.","9.39","$528.74M","2017","n/a","n/a","https://old.nasdaq.com/symbol/cgbd",
"TCRR","TCR2 Therapeutics Inc.","16.11","$387.86M","2019","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/tcrr",
"AMTD","TD Ameritrade Holding Corporation","39.84","$21.55B","1997","Finance","Investment Bankers/Brokers/Service","https://old.nasdaq.com/symbol/amtd",
"GLG","TD Holdings, Inc.","1.75","$120.03M","2013","Finance","Major Banks","https://old.nasdaq.com/symbol/glg",
"PETZ","TDH Holdings, Inc.","1.2836","$16.07M","2017","Consumer Non-Durables","Packaged Foods","https://old.nasdaq.com/symbol/petz",
"TECD","Tech Data Corporation","143.33","$5.11B","1986","Technology","Retail: Computer Software & Peripheral Equipment","https://old.nasdaq.com/symbol/tecd",
"TCCO","Technical Communications Corporation","3.6","$6.66M","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","https://old.nasdaq.com/symbol/tcco",
"TTGT","TechTarget, Inc.","30.72","$845.68M","2007","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/ttgt",
"TGLS","Tecnoglass Inc.","5.24","$241.66M","2012","Consumer Durables","Electronic Components","https://old.nasdaq.com/symbol/tgls",
"TGEN","Tecogen Inc.","0.7695","$19.12M","2020","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/tgen",
"TECTP","Tectonic Financial, Inc.","8.1","n/a","2019","Finance","Major Banks","https://old.nasdaq.com/symbol/tectp",
"TELA","TELA Bio, Inc.","19.18","$218.8M","2019","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/tela",
"TNAV","Telenav, Inc.","5.51","$260.56M","2010","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/tnav",
"TLGT","Teligent, Inc.","3.04","$16.38M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/tlgt",
"TELL","Tellurian Inc.","1.36","$364.19M","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/tell",
"TENB","Tenable Holdings, Inc.","29.46","$2.95B","2018","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/tenb",
"TENX","Tenax Therapeutics, Inc.","1.18","$10.88M","n/a","Health Care","Biotechnology: Commercial Physical & Biological Resarch","https://old.nasdaq.com/symbol/tenx",
"TZAC","Tenzing Acquisition Corp.","11","$84.36M","2018","Finance","Business Services","https://old.nasdaq.com/symbol/tzac",
"TZACU","Tenzing Acquisition Corp.","10.44","n/a","2018","Finance","Business Services","https://old.nasdaq.com/symbol/tzacu",
"TZACW","Tenzing Acquisition Corp.","0.3992","n/a","2018","Finance","Business Services","https://old.nasdaq.com/symbol/tzacw",
"TER","Teradyne, Inc.","77.03","$12.77B","n/a","Capital Goods","Electrical Products","https://old.nasdaq.com/symbol/ter",
"TERP","TerraForm Power, Inc.","18.38","$4.16B","2014","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/terp",
"TBNK","Territorial Bancorp Inc.","24.43","$231.95M","2009","Finance","Savings Institutions","https://old.nasdaq.com/symbol/tbnk",
"TSLA","Tesla, Inc. ","982.13","$182.16B","2010","Capital Goods","Auto Manufacturing","https://old.nasdaq.com/symbol/tsla",
"TESS","TESSCO Technologies Incorporated","5.54","$47.88M","1994","Technology","Electronic Components","https://old.nasdaq.com/symbol/tess",
"TTEK","Tetra Tech, Inc.","77.34","$4.18B","1991","Consumer Services","Military/Government/Technical","https://old.nasdaq.com/symbol/ttek",
"TTPH","Tetraphase Pharmaceuticals, Inc.","2.45","$17.79M","2013","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/ttph",
"TCBI","Texas Capital Bancshares, Inc.","34.95","$1.76B","2003","Finance","Major Banks","https://old.nasdaq.com/symbol/tcbi",
"TCBIL","Texas Capital Bancshares, Inc.","25.31","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/tcbil",
"TCBIP","Texas Capital Bancshares, Inc.","25.155","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/tcbip",
"TXN","Texas Instruments Incorporated","126.11","$115.74B","n/a","Technology","Semiconductors","https://old.nasdaq.com/symbol/txn",
"TXRH","Texas Roadhouse, Inc.","54.72","$3.79B","2004","Consumer Services","Restaurants","https://old.nasdaq.com/symbol/txrh",
"TFFP","TFF Pharmaceuticals, Inc.","5.37","$100.27M","2019","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/tffp",
"TFSL","TFS Financial Corporation","15.18","$4.25B","n/a","Finance","Savings Institutions","https://old.nasdaq.com/symbol/tfsl",
"TGTX","TG Therapeutics, Inc.","18.19","$2.09B","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/tgtx",
"WTER","The Alkaline Water Company Inc.","1.34","$79.88M","n/a","Consumer Non-Durables","Food Distributors","https://old.nasdaq.com/symbol/wter",
"ANDE","The Andersons, Inc.","14.6","$480.34M","n/a","Consumer Services","Farming/Seeds/Milling","https://old.nasdaq.com/symbol/ande",
"TBBK","The Bancorp, Inc.","9.73","$558.75M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/tbbk",
"BPRN","The Bank of Princeton","21.09","$142.8M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bprn",
"CG","The Carlyle Group Inc.","30.56","$10.66B","2012","Finance","Investment Managers","https://old.nasdaq.com/symbol/cg",
"CAKE","The Cheesecake Factory Incorporated","24.88","$1.13B","1992","Consumer Services","Restaurants","https://old.nasdaq.com/symbol/cake",
